일시,광진구,동대문구,성동구,중랑구
20220304,6.5531697273254395,4.507303237915039,5.724601745605469,3.378594398498535
20220305,6.1926493644714355,4.16292142868042,5.358346462249756,3.105651378631592
20220306,5.627617835998535,3.674631118774414,4.8129425048828125,2.73341965675354
20220307,6.713434219360352,4.4838337898254395,5.755490779876709,3.3084299564361572
20220308,7.509947299957275,5.1645827293396,6.424724102020264,3.8225276470184326
20220309,7.639998912811279,5.336786270141602,6.660416126251221,4.043482303619385
20220310,7.515015125274658,5.239104747772217,6.545652866363525,3.9599480628967285
20220311,7.640651226043701,5.332635879516602,6.657863616943359,4.039121150970459
20220312,7.011474609375,4.831949234008789,6.113287925720215,3.638899564743042
20220313,5.933435440063477,3.874795436859131,5.082255840301514,2.8884119987487793
20220314,6.681020736694336,4.4389801025390625,5.718597888946533,3.285114049911499
20220315,7.954629421234131,5.667434215545654,6.942688941955566,4.293605804443359
20220316,8.367986679077148,6.08126163482666,7.4044108390808105,4.696058750152588
20220317,7.635034561157227,5.333654880523682,6.646401882171631,4.037743091583252
20220318,7.392972946166992,5.135434627532959,6.4457902908325195,3.8800606727600098
20220319,7.654091835021973,5.382978916168213,6.690499782562256,4.08386754989624
20220320,7.241462230682373,5.045876979827881,6.36650276184082,3.838421583175659
20220321,6.654670238494873,4.425684928894043,5.712812423706055,3.293414354324341
20220322,7.096640110015869,4.815492153167725,6.031606197357178,3.5085504055023193
20220323,7.947197437286377,5.594881057739258,6.908023834228516,4.245595932006836
20220324,7.220019340515137,4.948615074157715,6.231344223022461,3.7102549076080322
20220325,7.322596549987793,5.055454730987549,6.337820053100586,3.797652244567871
20220326,7.3750762939453125,5.131457805633545,6.4275665283203125,3.8811891078948975
20220327,6.0350751876831055,3.9930150508880615,5.192405700683594,2.9817845821380615
20220328,6.681894302368164,4.483186721801758,5.743052959442139,3.326807737350464
20220329,7.554423809051514,5.188040256500244,6.4453816413879395,3.8308002948760986
20220330,7.840409755706787,5.48654317855835,6.793946266174316,4.1471710205078125
20220331,7.625400066375732,5.323566436767578,6.636264324188232,4.02924108505249
20220401,7.3695783615112305,5.1127424240112305,6.421653747558594,3.860643148422241
20220402,7.851480960845947,5.443401336669922,6.878459453582764,4.188110828399658
20220403,8.020307540893555,5.284265041351318,6.95203971862793,4.119179725646973
20220404,8.26556396484375,5.4313836097717285,7.11428165435791,4.189087867736816
20220405,9.404091835021973,6.549248218536377,8.258935928344727,5.1726884841918945
20220406,9.796218872070312,6.821002006530762,8.582115173339844,5.443777561187744
20220407,8.731233596801758,5.981710433959961,7.706151962280273,4.753705024719238
20220408,7.3777265548706055,4.67697286605835,6.208627700805664,3.545485258102417
20220409,9.134268760681152,6.2453293800354,7.967447757720947,4.946975231170654
20220410,8.513898849487305,5.60579776763916,7.368431091308594,4.39531946182251
20220411,8.391409873962402,5.443877220153809,7.171969413757324,4.186848163604736
20220412,9.52344799041748,6.6398234367370605,8.35185718536377,5.240171432495117
20220413,9.801679611206055,6.892237186431885,8.6555757522583,5.528536796569824
20220414,8.98820686340332,6.04899263381958,7.782963275909424,4.767157077789307
20220415,8.989192962646484,6.054244518280029,7.786446571350098,4.772012233734131
20220416,8.62761402130127,5.810626983642578,7.507470607757568,4.576170444488525
20220417,7.615800380706787,5.014161109924316,6.5771002769470215,3.885788917541504
20220418,7.828540325164795,5.063596725463867,6.710119247436523,3.876357078552246
20220419,8.766047477722168,5.83252477645874,7.535120487213135,4.510318279266357
20220420,9.588272094726562,6.760601043701172,8.492253303527832,5.423303604125977
20220421,8.001642227172852,5.364046096801758,6.984648704528809,4.195246696472168
20220422,7.978041172027588,5.354867458343506,6.914737224578857,4.15496826171875
20220423,9.750114440917969,6.816958427429199,8.583168983459473,5.457850933074951
20220424,8.515182495117188,5.6371235847473145,7.372524738311768,4.423422813415527
20220425,8.466096878051758,5.622159481048584,7.321564197540283,4.364505767822266
20220426,9.422282218933105,6.486575126647949,8.201906204223633,5.095414638519287
20220427,9.785059928894043,6.764307022094727,8.538126945495605,5.39211893081665
20220428,9.3689546585083,6.442630290985107,8.191329956054688,5.12604284286499
20220429,8.888960838317871,6.091097354888916,7.751831531524658,4.804067134857178
20220430,9.794044494628906,6.87224817276001,8.636704444885254,5.507360458374023
20220501,8.474244117736816,5.750293731689453,7.429925918579102,4.539045333862305
20220502,8.766013145446777,6.0582594871521,7.670143127441406,4.756744861602783
20220503,9.909255981445312,6.90818452835083,8.583230018615723,5.4455437660217285
20220504,10.252793312072754,7.273321151733398,9.001507759094238,5.8370442390441895
20220505,9.916211128234863,6.90834903717041,8.625502586364746,5.514664173126221
20220506,10.036778450012207,7.199285507202148,8.8832368850708,5.795227527618408
20220507,10.028213500976562,7.268772602081299,8.957709312438965,5.890988826751709
20220508,9.213441848754883,6.5984673500061035,8.223282814025879,5.3362932205200195
20220509,9.4478120803833,6.527594089508057,8.256872177124023,5.19189977645874
20220510,9.6882905960083,6.661139965057373,8.33332347869873,5.219332695007324
20220511,10.309908866882324,7.309948444366455,9.046208381652832,5.865146636962891
20220512,10.099637985229492,6.952503681182861,8.70108699798584,5.522374629974365
20220513,10.020051956176758,6.98553991317749,8.70384407043457,5.569343566894531
20220514,10.135263442993164,7.199397087097168,8.913021087646484,5.780799865722656
20220515,9.528599739074707,6.734135627746582,8.410099983215332,5.4202351570129395
20220516,9.388622283935547,6.715291976928711,8.372221946716309,5.395533084869385
20220517,9.594417572021484,6.60223388671875,8.261539459228516,5.171682357788086
20220518,10.333352088928223,7.3467864990234375,9.080821990966797,5.899072647094727
20220519,10.045449256896973,7.01866340637207,8.754464149475098,5.614005088806152
20220520,9.783975601196289,6.947892665863037,8.625370025634766,5.582906246185303
20220521,9.806355476379395,7.0666422843933105,8.730486869812012,5.708652973175049
20220522,9.332803726196289,6.701331615447998,8.342191696166992,5.426488399505615
20220523,9.433564186096191,6.577367782592773,8.270834922790527,5.234707832336426
20220524,9.772733688354492,6.802039623260498,8.47810173034668,5.368238925933838
20220525,9.801437377929688,7.0487565994262695,8.715276718139648,5.690832614898682
20220526,9.682811737060547,7.062007904052734,8.688106536865234,5.722878932952881
20220527,9.665863990783691,7.039484024047852,8.666954040527344,5.703256130218506
20220528,9.486950874328613,6.885206699371338,8.50296688079834,5.580240726470947
20220529,9.065231323242188,6.5836334228515625,8.155385971069336,5.336695194244385
20220530,9.457446098327637,6.790449142456055,8.425520896911621,5.449757099151611
20220531,9.894529342651367,6.800285339355469,8.490126609802246,5.33130407333374
20220601,10.015633583068848,7.078465938568115,8.796156883239746,5.684549808502197
20220602,9.66494083404541,7.006778717041016,8.551839828491211,5.60360050201416
20220603,9.724396705627441,7.019818305969238,8.483329772949219,5.529731273651123
20220604,9.40044116973877,6.907663345336914,8.320152282714844,5.460728168487549
20220605,9.025949478149414,6.603910446166992,7.9938788414001465,5.195217132568359
20220606,9.715954780578613,6.872277736663818,8.408660888671875,5.3442301750183105
20220607,10.27511978149414,7.177172660827637,8.737454414367676,5.54990816116333
20220608,10.036797523498535,7.10877799987793,8.627829551696777,5.5769243240356445
20220609,9.953560829162598,7.142350673675537,8.634358406066895,5.620406627655029
20220610,10.243501663208008,7.35850715637207,8.881653785705566,5.8062310218811035
20220611,10.349421501159668,7.445065975189209,8.98031234741211,5.88240909576416
20220612,9.585393905639648,6.858883380889893,8.342989921569824,5.389710903167725
20220613,9.685927391052246,6.780638217926025,8.316964149475098,5.246164321899414
20220614,10.313462257385254,7.293868541717529,8.841897010803223,5.675120830535889
20220615,10.02951717376709,7.213503837585449,8.711511611938477,5.685765266418457
20220616,10.015877723693848,7.22987174987793,8.721980094909668,5.705273628234863
20220617,9.884241104125977,7.177759647369385,8.651415824890137,5.672652244567871
20220618,9.855440139770508,7.14880895614624,8.618589401245117,5.641703128814697
20220619,9.575678825378418,6.847931385040283,8.330657958984375,5.375669002532959
20220620,9.85018539428711,6.905457973480225,8.455986022949219,5.353278636932373
20220621,10.370837211608887,7.382140636444092,8.92678451538086,5.763552188873291
20220622,10.040581703186035,7.229074001312256,8.727179527282715,5.700363636016846
20220623,9.926006317138672,7.1783576011657715,8.661965370178223,5.666904926300049
20220624,9.72443675994873,7.058398723602295,8.515730857849121,5.5689473152160645
20220625,9.850634574890137,7.152904033660889,8.620896339416504,5.646852493286133
20220626,9.438129425048828,6.797054290771484,8.258180618286133,5.345490455627441
20220627,9.57211971282959,6.748818874359131,8.281754493713379,5.236365795135498
20220628,10.080597877502441,7.20515251159668,8.730978965759277,5.6179890632629395
20220629,9.710858345031738,7.027434349060059,8.487667083740234,5.538398265838623
20220630,9.685940742492676,6.985202789306641,8.447393417358398,5.496510028839111
20220701,9.689316749572754,7.003602027893066,8.464272499084473,5.515592098236084
20220702,9.492328643798828,6.936757564544678,8.349770545959473,5.483897686004639
20220703,7.798777103424072,5.592639923095703,6.843053340911865,4.35871696472168
20220704,7.63947868347168,5.3948655128479,6.6591362953186035,4.124244213104248
20220705,8.104119300842285,5.871283531188965,7.131364822387695,4.540805816650391
20220706,7.626443386077881,5.442936420440674,6.667501449584961,4.224630832672119
20220707,7.637885093688965,5.438143253326416,6.662814140319824,4.214793682098389
20220708,7.847538471221924,5.6292948722839355,6.8623433113098145,4.382848262786865
20220709,8.247151374816895,6.050705909729004,7.295299530029297,4.76567268371582
20220710,8.120938301086426,5.886197090148926,7.144286155700684,4.62101411819458
20220711,8.11722469329834,5.76344108581543,7.045592308044434,4.446273326873779
20220712,8.825994491577148,6.3775248527526855,7.7000732421875,4.959536552429199
20220713,8.674192428588867,6.421457290649414,7.693559646606445,5.092901706695557
20220714,8.649796485900879,6.4059882164001465,7.675333499908447,5.080808639526367
20220715,8.629511833190918,6.377050399780273,7.64581823348999,5.052943229675293
20220716,8.636651039123535,6.38976526260376,7.658109664916992,5.065127849578857
20220717,8.055063247680664,5.8643798828125,7.1183366775512695,4.610098361968994
20220718,7.826676368713379,5.591438293457031,6.854986667633057,4.311886310577393
20220719,7.889697074890137,5.560762405395508,6.838560581207275,4.2415771484375
20220720,7.59419584274292,5.342121601104736,6.568095684051514,4.096687316894531
20220721,8.6674165725708,6.420703887939453,7.691600322723389,5.093285083770752
20220722,8.65281867980957,6.404189109802246,7.674588203430176,5.078447341918945
20220723,8.666543006896973,6.419344902038574,7.688866138458252,5.090789318084717
20220724,7.779804706573486,5.625123023986816,6.871115684509277,4.398162364959717
20220725,7.644647598266602,5.440130710601807,6.696697235107422,4.1726393699646
20220726,8.565813064575195,6.219869613647461,7.513910293579102,4.832669258117676
20220727,8.65255355834961,6.406375408172607,7.676258087158203,5.080756664276123
20220728,8.74026870727539,6.482272624969482,7.757205963134766,5.144129753112793
20220729,8.888306617736816,6.633769512176514,7.920708179473877,5.283666133880615
20220730,8.739788055419922,6.484379291534424,7.762142658233643,5.149759292602539
20220731,7.844539642333984,5.658260345458984,6.904704570770264,4.42296838760376
20220801,7.670093536376953,5.49951696395874,6.752323627471924,4.239811420440674
20220802,7.763979911804199,5.535489559173584,6.769958019256592,4.241597652435303
20220803,5.759792327880859,4.072268962860107,4.926032066345215,2.944748640060425
20220804,5.747709274291992,4.0668625831604,4.918035984039307,2.9405016899108887
20220805,5.777251243591309,4.085490703582764,4.943674087524414,2.9565818309783936
20220806,5.885266304016113,4.136757850646973,5.021580696105957,2.999223232269287
20220807,5.697849750518799,4.035187721252441,4.883944034576416,2.908343553543091
20220808,6.502701759338379,4.493499755859375,5.539384841918945,3.296882390975952
20220809,6.9069390296936035,4.722819805145264,5.837273120880127,3.486412286758423
20220810,5.720090866088867,4.053350448608398,4.896978855133057,2.928920030593872
20220811,5.755263805389404,4.0728044509887695,4.926013469696045,2.9461605548858643
20220812,5.972701549530029,4.1821513175964355,5.0883026123046875,3.0366158485412598
20220813,5.949908256530762,4.168206691741943,5.069282531738281,3.025224208831787
20220814,5.676657676696777,4.028940200805664,4.866184234619141,2.904536008834839
20220815,6.434686183929443,4.466781139373779,5.48942756652832,3.2724928855895996
20220816,6.987997531890869,4.770780086517334,5.9053544998168945,3.5345935821533203
20220817,5.988280773162842,4.189600467681885,5.099594593048096,3.0428593158721924
20220818,5.983425140380859,4.1846795082092285,5.093966007232666,3.0387914180755615
20220819,5.97209358215332,4.172837257385254,5.081100940704346,3.0293514728546143
20220820,5.8936944007873535,4.133915424346924,5.021225452423096,2.9956674575805664
20220821,5.64409065246582,4.004374027252197,4.839357376098633,2.882366180419922
20220822,6.507291793823242,4.503851413726807,5.547621250152588,3.301889657974243
20220823,6.8608503341674805,4.713597774505615,5.8276262283325195,3.4968035221099854
20220824,5.914091110229492,4.142411708831787,5.091360092163086,2.975907325744629
20220825,5.99941349029541,4.17759895324707,5.159371852874756,3.0075442790985107
20220826,5.874516487121582,4.160212516784668,5.059041976928711,2.9911813735961914
20220827,5.814123153686523,4.099579811096191,4.967782974243164,2.9685635566711426
20220828,5.759607315063477,4.070205211639404,4.930622577667236,2.9366965293884277
20220829,6.550122261047363,4.508302688598633,5.566258430480957,3.306464433670044
20220830,6.977272987365723,4.768743515014648,5.899622440338135,3.5281407833099365
20220831,5.987194538116455,4.193908214569092,5.1025166511535645,3.0458078384399414
20220901,5.92751932144165,4.163502216339111,5.057356834411621,3.0205767154693604
20220902,7.439022064208984,5.206764221191406,6.392101764678955,3.9538021087646484
20220903,11.40955924987793,8.694585800170898,10.376724243164062,7.083862781524658
20220904,9.909552574157715,7.588044166564941,9.099648475646973,6.171623706817627
20220905,9.608427047729492,7.208813667297363,8.711094856262207,5.77088737487793
20220906,10.292804718017578,7.634052276611328,9.228001594543457,6.109743595123291
20220907,9.903051376342773,7.330219745635986,8.864636421203613,5.8571391105651855
20220908,11.573729515075684,8.873948097229004,10.562246322631836,7.242312431335449
20220909,11.574996948242188,8.873156547546387,10.562637329101562,7.241199493408203
20220910,11.495820045471191,8.75300407409668,10.44246768951416,7.126603603363037
20220911,9.608855247497559,7.295671463012695,8.787870407104492,5.9122209548950195
20220912,9.308277130126953,6.854648590087891,8.357369422912598,5.440877914428711
20220913,9.80904483795166,7.088572025299072,8.673456192016602,5.605342388153076
20220914,9.433635711669922,6.809221267700195,8.319482803344727,5.370940685272217
20220915,11.461710929870605,8.74234676361084,10.424799919128418,7.1219048500061035
20220916,11.44385814666748,8.72587776184082,10.405098915100098,7.104311466217041
20220917,11.398544311523438,8.634919166564941,10.321221351623535,7.019745826721191
20220918,9.909541130065918,7.45473051071167,8.986413955688477,6.027760028839111
20220919,9.389606475830078,6.980989456176758,8.48315715789795,5.5725483894348145
20220920,10.828951835632324,8.059806823730469,9.698062896728516,6.434722900390625
20220921,11.525179862976074,8.792492866516113,10.482008934020996,7.163021087646484
20220922,11.433821678161621,8.65205192565918,10.340181350708008,7.02871036529541
20220923,11.183516502380371,8.313979148864746,9.989510536193848,6.70667028427124
20220924,11.03394603729248,8.267611503601074,9.924294471740723,6.693625450134277
20220925,9.888278007507324,7.346227169036865,8.90298080444336,5.915050506591797
20220926,10.086882591247559,7.234241485595703,8.860626220703125,5.710934638977051
20220927,11.2268648147583,8.115857124328613,9.836965560913086,6.4326653480529785
20220928,11.230193138122559,8.360381126403809,10.047452926635742,6.756187438964844
20220929,10.961567878723145,8.182098388671875,9.838560104370117,6.612807750701904
20220930,10.986919403076172,8.324918746948242,9.970115661621094,6.761085033416748
20221001,10.639869689941406,8.100560188293457,9.696574211120605,6.581120491027832
20221002,9.284076690673828,7.09760856628418,8.518840789794922,5.767687797546387
20221003,9.009511947631836,6.896254062652588,8.275419235229492,5.598335266113281
20221004,9.439889907836914,7.1095967292785645,8.53381633758545,5.7238545417785645
20221005,8.876720428466797,6.607128143310547,7.968226909637451,5.314844131469727
20221006,8.805238723754883,6.724213600158691,8.068378448486328,5.463859558105469
20221007,8.775139808654785,6.75454568862915,8.094626426696777,5.503759384155273
20221008,8.719451904296875,6.736441135406494,8.078717231750488,5.498441696166992
20221009,8.651069641113281,6.690447807312012,8.033933639526367,5.461963176727295
20221010,9.011553764343262,6.902500152587891,8.277772903442383,5.604706764221191
20221011,9.476327896118164,7.2068681716918945,8.627131462097168,5.8236002922058105
20221012,9.123151779174805,6.910292625427246,8.28214168548584,5.593624114990234
20221013,8.920350074768066,6.800347805023193,8.1521577835083,5.521721363067627
20221014,8.768131256103516,6.749575614929199,8.089099884033203,5.499759197235107
20221015,8.710895538330078,6.728947162628174,8.07059383392334,5.492037773132324
20221016,8.608691215515137,6.645483493804932,7.995425224304199,5.424319267272949
20221017,8.980109214782715,6.848187446594238,8.236970901489258,5.551595211029053
20221018,9.391456604003906,7.051459312438965,8.472970008850098,5.669112205505371
20221019,8.865397453308105,6.591516017913818,7.9525532722473145,5.300441741943359
20221020,8.768134117126465,6.677856922149658,8.020176887512207,5.420077800750732
20221021,8.803622245788574,6.754506587982178,8.094902038574219,5.494655132293701
20221022,8.741002082824707,6.706714630126953,8.050753593444824,5.4598212242126465
20221023,8.62930965423584,6.658972263336182,8.004781723022461,5.432701110839844
20221024,8.95891284942627,6.829545974731445,8.211590766906738,5.537487506866455
20221025,9.378022193908691,7.055612564086914,8.475112915039062,5.676985740661621
20221026,8.884843826293945,6.616744041442871,7.9784064292907715,5.323718070983887
20221027,8.811013221740723,6.731652736663818,8.076130867004395,5.4709391593933105
20221028,8.778814315795898,6.759458541870117,8.09972858428955,5.508458614349365
20221029,8.767317771911621,6.748457431793213,8.088894844055176,5.498895168304443
20221030,8.672992706298828,6.641432285308838,7.990555763244629,5.404904365539551
20221031,9.022313117980957,6.872401714324951,8.264581680297852,5.572081565856934
20221101,9.375321388244629,7.052499294281006,8.470532417297363,5.673679828643799
20221102,8.575643539428711,6.408527851104736,7.711918830871582,5.1307549476623535
20221103,7.004540920257568,5.427292823791504,6.447227478027344,4.243936061859131
20221104,6.314521312713623,4.844755172729492,5.743785858154297,3.709843635559082
20221105,6.028522968292236,4.595137596130371,5.439990997314453,3.5073840618133545
20221106,5.37180757522583,4.046961784362793,4.754196643829346,3.0300886631011963
20221107,6.082165718078613,4.445724010467529,5.352138042449951,3.356686592102051
20221108,6.809519290924072,5.127754211425781,6.139392852783203,3.9228720664978027
20221109,7.291055679321289,5.624523162841797,6.685527324676514,4.419014930725098
20221110,7.202484130859375,5.510978698730469,6.557364463806152,4.310488700866699
20221111,7.174671173095703,5.506404399871826,6.550909996032715,4.306157112121582
20221112,6.861677169799805,5.307862281799316,6.3055524826049805,4.13043212890625
20221113,5.643725872039795,4.268507480621338,5.035417079925537,3.2271246910095215
20221114,6.089336395263672,4.481005668640137,5.383874416351318,3.3887345790863037
20221115,6.77505350112915,5.1195831298828125,6.123025417327881,3.9228334426879883
20221116,7.0178728103637695,5.472571849822998,6.494419574737549,4.28413724899292
20221117,7.254236698150635,5.636620998382568,6.6927642822265625,4.435619831085205
20221118,7.0068488121032715,5.439201831817627,6.458319187164307,4.253140926361084
20221119,6.576297283172607,5.094789981842041,6.037551403045654,3.9369215965270996
20221120,5.638534069061279,4.273504734039307,5.0351481437683105,3.2287416458129883
20221121,6.136528968811035,4.501741409301758,5.416669845581055,3.406095504760742
20221122,6.795509338378906,5.131219387054443,6.138041973114014,3.927842378616333
20221123,6.748353004455566,5.258065223693848,6.233737468719482,4.086402416229248
20221124,6.021235942840576,4.649074077606201,5.482799053192139,3.560591697692871
20221125,5.687109470367432,4.347117900848389,5.111711502075195,3.2983670234680176
20221126,5.617859363555908,4.2749342918396,5.026917934417725,3.2328648567199707
20221127,5.281259059906006,3.973761796951294,4.659251689910889,2.965158700942993
20221128,6.001919746398926,4.351386070251465,5.247901439666748,3.276283025741577
20221129,6.655654430389404,4.932621002197266,5.922075271606445,3.7428362369537354
20221130,7.08302116394043,5.5204362869262695,6.552709102630615,4.329070568084717
